tipus,szerzo,cim,vers,link
poz,Biró Ferenc Fredok,Angyali játék,"A Hold csak parányi labda az égen, ha az Angyalok játszani kezdenek. Játszani fogok én is, mit veszthetek!? Hisz ez az egyetlen vágyam már régen: Angyalokkal jót játszani az éjben, a szeretetet szórni tíz körömmel! Boldogságot adni, mindig örömmel, mindenkinek, magasban és a mélyben! Ébredő gondolatok sugarában, aranyban fürdő, napsugaras réten, keleten, nyugaton, északon s délen. Meg nem állva Nirvana ajtajában... Önzetlenséget adni a világnak, szívvel vetni véget minden hiánynak!",https://poet.hu/vers/391071
poz,Kövér József,Milyen gyönyörû lehet,"Engem ne korholjon senki ártatlanul érte, hogy árnyékos kertembe csupa dudva és lapu terem! Engemet se temetőbe szültek, s habár mostanság sokat fáj a szívem, van még benne jócskán bimbózó szeretet. Látom, érzem, élem én is mindenütt a jót és a szépet, de mint édes kis titkaimról, erről is csak magamban beszélek, s ha picike örömeim beérnek, a hosszú útra teszem el mindet befőttnek. Nem másnak, az Istennek, hogy szégyent ne valljak! Hogy is állhatnék meg előtte egy csokor kókadó bánattal, hiszen, ha miattam megtelne lelke gyászos gondolattal, semmire nem mennék semmilyen vigasszal. Kesergéseimtől nem lenne jó a kedve, és ugye, az ember is sokkal szebb, mikor őszintén nevet? Hát akkor képzeld el Őt kacagva, csillogó szemekkel, milyen gyönyörű lehet!",https://poet.hu/vers/390801
poz,Aradi Gábor,Croissant,"Te, tésztalevélbe burkolt szeretet, mitöbb, Mennyország, mi érzékeimbe jól beköltözött. Hisz neved is az égen heverő, nevető Félhold, Csak modernként egyenesített ki a pékbolt. Ősöd pedig a labanc puha tésztájú Kipferl volt A 13. századból, majd 500-néhány év is elporolt, Mire az első igazi osztrák pék Párizsba beboltolt, Ám a francia boulangers* hamar lenyúlták a dolgot: Kidob a kalácstészta, s vele a nehéz osztrák név, Félholdforma keresztelő, s élesztős, leveles tészta még, Et voila!* Kész is a világsiker, mihez semmi kétség Nem fér el, talán csak a reggeli kedvenc kávéd épp. Ja, hogy van egy csomó legenda a születése körül, Minek rengeteg ételtörténész, kutató igazán örül. Hiszen mi sem nagyobb szakmai siker lehet talán, Mint makacs, nyakas étellegendákat cáfoltatni ám. A jó croissant nem olcsó, hisz vaj van benne dögivel, Nem is egészséges, és ez is kardiológust rémiszt el, De isteni, és finoman jó, gyakran nem egymásnak felel, Sajnos a legtöbb bolti gyalázat, nem is hasonlít, mit lelel. De ha egyszer egy jóra lelsz, azt nem felejted biztos el, Mert már az első harapás után a szádban zene támad fel. A textúra, az íz, az a szerető, meleg, beburkoló anyaias ölelés, Tényleg földre szállt a Hold, mert olyan ez, mint egy csoda nevetés.",https://poet.hu/vers/390677
poz,Morrancs,Győztem,"Semmiben a lét tégláit rakosgatja a szándék, vakolatlan falán az akarat kaparászik. Átszűrődő fényekben ingerel a feszültség alatti igazságérzet, hányom fel az emészthetetlent, mit a gyomromba nyomtak. Tisztuló érzékelés fogja fel a létezést, miértre vágyó jelek, a Teremtő az érzelmeket értelembe tette, ám egy lázadó ellene istent kiált, azóta kalapáccsal verik a zongorát. Lázban a valóhoz már csak a hideg hasmenés készsége ver hidat. Fogyasztás forintos mocskába fojtogat a világ, hogy összetörve könyörögjek levegőért. Folyik a víz az ürgelyukba, folyik a víz, folyik a víz, én meg csak nyelem. Szűkül a rés, szivárvány világokra bontják szét a fényt könnyeim, még egy utolsó levegő, a szemem újra kinyílik, sőt kimered. De nem marad bent, győztem! Hullik a toll, viszi a szél, táncol az égen.",https://poet.hu/vers/390501
poz,Czinke Tibor,Örökké áldom neved,"Ím, agg csermelyek közelednek, lázas ifjúságunk réved. Hová tűnt a rőzse ropogása, mikor szívem megigézted? Amíg virágok csipkéi óvtak, és pitvarban lappangtak ráncaink, csontjaink fény-csillogóan cikáztak éltünk kálváriáin. A féltés árnya suttog, látod? Csodáért samráló ág vihar előtt, és én szép csengettyűszóval imádom ezen egyetlen félthetőt. ...Így... Levélszéleimmel körbeveszlek így egyesülve teveled, arcod simogatom az erekkel, és végtelen áldom neved! Ó, hogy nem vártam a deret, évszakok jönnek, évszakok dúlnak, ím, egyesülve teveled, a testünk színei őszre múlnak! Együtt hullunk, szánt utolsó levél, és kapaszkodva, míg holtig lehet, s poraink se válassza el a föld, így örök-örökké áldom neved!",https://poet.hu/vers/390402
poz,Gyöngyösi Lászlóné,Hang,"Akkor is számítottam rád, amikor jót vagy rosszat tettem... Akkor, amikor a szemedbe néztem, majd sandán félrelestem. Elfordultam tőled, amikor már nem bírtam elviselni szemed égető tüzét... És már nem bírom, nem tűröm el a mások által kiokádott gonoszság bűzét! Valahol azt hallottam, hogy a békés élethez nem kell más, Mint együttérzés... Egyszerűség bája... Türelem... De te hiába hullatsz könnyet értem, Ha te bánatból versz veretet a szívemen! Néhanapján, ha rád nézek, legbelül megszólal egy aprócska hang... Amely lehet egy karácsonyi csengő, vagy egy lélekharang!",https://poet.hu/vers/390335
poz,Dékány Ditke,Tavaszi nefelejcs,"Még mindig mosolyt csal arcomra, mikor egy átbeszélgetett este után Te köszöntöttél reggel is elsőnek!!! Virtuális kávémat ágyamhoz hozva. Mosollyal az arcomon aludtam el, s mosollyal keltem reggel. Szivárványos szívvel miattad. Újra tudom, mi az a szívöröm. Remélem, te is. Az ilyen emlékekért érdemes élni. Tudod! Az álmok elhozzák az emlékeket, az emlékek visszahoznak Téged!",https://poet.hu/vers/390300
poz,Lekner Balázs,Hogyan 2025,"Hogyan tudnám elmesélni, Hogy milyen újra boldognak lenni! Hogyan tudnám elmondani, Hogy milyen újra bízni! Hogyan tudnám leírni, Hogy milyen újra szeretni! Hogyan tudnám mutatni, Hogy milyen újra élni! Hogyan tudnám szavakba önteni, Hogy milyen őt ölelni! Hogy milyen a szemébe nézni, S milyen újra önfeledt lenni!",https://poet.hu/vers/390240
poz,-Erdélyi Ágnes-,Látlak,"Látlak, mert látszani Látszol. Látom, hogy itt vagy. Látod, hogy Hiányzol? Látlak, mert látszani Látszik, A láttat, A láttatért játszik. Látlak, mert látni van kedvem. Látom, mi van benned, S látom, mi van Bennem. Látni szeretnélek, Nem csak látva látni, Látszani játszva, Játszva látni-járni. Látlak, mert látszani láthat, Látod? Látom, látod te is, A látszat nem csak látszat.",https://poet.hu/vers/390088
poz,Moldvay Viktória Erzsébet,Szerelem,"Az éj sötétje csendben ölel át, Szíved dobbanása muzsikálja dalát. Mosolyod fénye, mint nap a víz tükrén, Veled minden perc olyan, mint egy szép regény. Szemed tükre a csillagos égbolt, Lelked mélye, hol minden álom ott volt. Érintésed lágyan, mint szellő a hegytetőn, Téged szeretni olyan, mintha álmomban kéne repülnöm. Te vagy a napom, és te vagy az éjem, Te vagy az álmom, mit mindig reméltem. Tudd, hogy szívem csak érted dobban, Szeretlek téged minden pillanatban.",https://poet.hu/vers/390009
poz,Asztalos Ilona,Gyermeknapi kívánság,"Anya, apa, úgy örülök, hogy ma mind együtt vagyunk - kiránduljunk majd egész nap, pont, mint mikor nyaralunk! Azt mondtátok, én dönthetek, hogy a program mi legyen, de nekem csak az a fontos, mindkettőtök ott legyen! Egyikőtök se dolgozzon, s a telefon se csengjen, érjetek rá beszélgetni és meghallgatni engem! Olyan kár, hogy gyermeknap csak egyszer van egy évben, s ritkán sétál a családunk így, együtt - kéz a kézben.",https://poet.hu/vers/389923
poz,László Klára,Megérkezett a...,"A szerelem megtanít látni, élettel tölti meg szívedet. Újra és újra szinte kivirágzik, s úszol boldogan az árral szemben. A világ körötted szinte megszűnik, s érzed sejtjeidben a boldogságot. Kell egy hang, amely megnyugtat, egy arc, mely mosolyra fakaszt. Mert a könyörtelen idő sürgetve halad, követ, mint lágy szellőfuvallat. S tekintetedben fellobban az öröm fénye, hát itt vagy, szerelem, itt vagy végre!?",https://poet.hu/vers/389888
poz,M. Tóth Andrea,A boldogsághoz...,"Ha el is indultál, meg soha nem érkeztél. Mindig csak félig jöttél. Ha hoztál is jót, soha nem örökké tartót. Ígértél sok szépet, de soha nem maradandót. Hoztál mosolyt, de könnyeket hagytál. Adtál megannyi csodás pillanatot, de végül csak fájdalmat hagytál. Öleltél szorosan, csókoltál édesen, de megint csak magamra hagytál. Odaadtam a szívem, te összetörted a lelkem. Most a magány ölel, de én mégis fázom. Nagyon fázom.",https://poet.hu/vers/389859
poz,Kádár Sándor,Rózsafa,"Rózsafa nyílt a szívedből csendben, mint hajnal a hegy mögül. Szirmai közt ott pihentem, ott lett minden perc ünnep nekem. Minden mosolyod harmat nekem, minden pillantásod végtelen, s ha hozzám szólsz, az ég is hallja, a szívem válaszol minden hangra. Rózsafa nyílt, s én őrzöm halkan, mint titkot, amit csak szívem vallhat. Ha egyszer újra hozzám hajolsz, még a szél is rólad dalol.",https://poet.hu/vers/389761
poz,Pongrácz Aurélia,Egész-ségünk,"Mi ez az érthetetlen, pillangós gyomorállapot? Létezem, vagyok, de lényem tört énelem darabok halmazaiból igyekszik Nőerőművem arra a szintre visszahozni, ami már történelem. Felberzen a telefon, tárom a kaput lelkesen, hirtelen ezer paripa vágtázik ereimben. Érzem, vállaimról a súly legördül, s a dübörgés hullámverése simul véráramom tengerébe. Bú, tup, tup, harsogja szívem, máris itt leszel velem! Kiderült, már régen tudom, Te vagy az a lételem, akinek része már az a belőlem kivájt fél elem, minek hiánya miatt fog el egy furcsa félelem. Hogy bírom ki, ha egyszer csak nem leszel velem? Ha csak egyszer nem vagy, és én máris balgán kétkedem. Vigyázz magadra, kedvesem, nélküled csak létezem.",https://poet.hu/vers/389691
poz,Voodoo,Minden pillanat,"Azt mondják, az idő minden vágyat kiolt, de szerelmünk olyan, mint a naplemente, mintha a lenyugvó Nap és felkelő Hold minden este újra s újra egybekelne. Eszembe juttatja a lágy, nyári záport, hirtelen jön, mikor épp senki se várja, villámokat szór, jól felkavarja a port, utána szivárványt fest az ég falára. Csak felnézek, s érzem, máris elvarázsolt, minden ott van egyetlenegy pillanatban, ott vagy te is, a szivárványhídon táncolsz, a Mennyország vár ölelő karjaidban. Ez a tánc minden fájó emléket kiolt, mi nappal álmodunk, éjjel vagyunk ébren, táncolunk, kit érdekel, mi lesz és mi volt, boldogan égünk el szerelmünk tüzében.",https://poet.hu/vers/389690
poz,Majoros György,Boldog ember,"Boldog az az ember, aki kedves és önzetlen tud lenni, ezáltal jobbá válik Ő és a világból egy csipetnyi. Boldog az az ember, aki elégedett az életével, hálát tud adni azért, amije van, minden ébredéssel. Boldog az az ember, aki megbocsájtja a hibás múltat, a jövő érdekében továbblép, ezzel új utat mutat. Boldog az az ember, aki szeret, és mások Őt szeretik, akinek fontos a törődés, és ezt megadni törekszik. Boldog az az ember, aki együttérző s nem ítélkezik, aki belátóan és jóindulatúan viselkedik. Boldog az az ember, aki hisz önmagában és másokban, aki pozitív környezetben él s hinni tud az álmokban.",https://poet.hu/vers/389610
poz,Morrancs,Tudsz-e már?,"Tudsz-e már karok nélkül is ölelni? Lángolás helyett a parazsat a tenyeredbe venni? Akarsz engem magammal szemben is szeretni? Képes vagy múltam helyén a jövőnket keresni? Fallal szemben is nyitott kapukat emelni, Minden helyén a csend nyugalma leng. Látod, már tudok nevetni, Tudom, mit jelent, ha a gondolatot nem takarják szavak, Mikor kezek nélkül, néma nyelvekkel írjuk regényünk. Tudok már a szemedben éjjel is tükröt keresni, Csendben húznak át a világító zöld szemek, S a csodából csak az izzó bogár marad.",https://poet.hu/vers/389608
poz,Pődör György,Anyaság oltára,"Szentélye reménynek, mennynek földi partja, hol a vágyak égnek, s öl a jövőt tartja. Lélek örök vágya teremtésből csenni, jajjal összezárva időt kölcsönvenni. Gyönyörű vagy, csoda, anyaság oltára, fájdalmas golgota, s áldás nemsokára. Új élet lesz, áldott, sírva néz majd körbe, mosolyra váltja ott Máriáknak könnye. Mellére rávonva, emlőihez tartva, erőt így naponta életéből adja. Édes ösztön hajtja, kódolva már bölcs ő, tartja anya karja, ez a legjobb bölcső. Fény játszik kis tincsen, nem zavarja semmi, így tanítja Isten együtt lélegezni.",https://poet.hu/vers/389188
poz,Fülöp Noémi Enikő,Ne várd,"Ne várd, hogy felnőtt legyél, a gyermekévek rohannak, kevés, hamar eljön a felelősség, a tervezni muszáj lét. Ne várd gyermekeid felnőttségét, élvezd apró létük minden percét, évek múltán csak emlék marad, elmédben felvillanó átélt pillanat. Ne várd, hogy idős legyél, hamarabb eljön, mint hinnéd, már érzed és érted, hogy az idő nem késik, nem téved. Ne várd a halált, jön, ha menni kell, érzelmeid szívedben ne temesd el, szeress bátran, hálával remélj, kétségek nélkül fogadd, életed nem volt véletlen, vagy rejtély. Ne várakozz... élj, remélj és cselekedj, tanulj az idővel, haladj a reménnyel, bízzál a hitben, az örömmel lélegezz.",https://poet.hu/vers/389027
poz,Péter-Szabó Kíra,Péter-Szabó Kíra: Életem,"Az életet jelented, drágám, sötétségben te vagy a fáklyám. Te gyújtod meg az életem, a perzselő csókodra éhezem. Nem jelentett ennyit senki, a szíved akarom elcsenni. Azt akarom, hogy velem maradj, hogy szerelmeddel elragadj. De ez az egész túl szép, és hirtelen elragad egy rémkép. Láttam, ahogy elmész örökre, elbúcsúzhatok tőled örökre.",https://poet.hu/vers/388925
poz,Badari Boglárka,Pihe,"Mint viharos szélből szabadult pihe, Most oly nyugodtan lebegek. Szívemnek te vagy legnagyobb öröme, Most végre boldog lehetek. Mint viharos szélből szabadult pihe, Sötét, baljós világból ébredek. S mint kinek visszatért hite, Most végre boldog lehetek. Mint viharos szélből szabadult pihe, Felfelé, fel, a felhők fölé tekintek. S te ragyogsz ott, mint új csillag fénye, Most végre boldog lehetek. Mint viharos szélből szabadult pihe, Zilált arccal ébredek. De te, te új csillag csodás fénye, Általad most végre boldog lehetek.",https://poet.hu/vers/388767
poz,Eszláry G. Joel,Mit irántad érzek,"Tudod, Nincsenek arra szavak, Miket feléd érzek. S ha nem vagy velem, Napról napra egyre Jobban félek. Kezed Érintését akarom Érezni, Hogy ölelj. S arra vágyom, hogy akkor Csupán rám figyelj. Önző akarok lenni, És téged csupán Magaménak akarlak. Félek, kevés, hogy Szerető szívemmel Minden este betakarlak. Érezni akarom az ajkaid, Ahogy csókolsz, Látni a nevetésed. Szeretni és szeretve élni, Melletted, Én akarok lenni a te menedéked. Légy a szakadék, Melybe boldogan Zuhanhatok. Amit irántad érzek, Számomra Leírhatatlanok. Légy az enyém, S engedd, Hogy te az enyém legyél. Csupán erre vágyom, S hogy napok teltével Szeretni el nem felejtenél. Mondd szemembe szándékaid, Ne legyen fal Megmászhatatlan. Bízz a szívemben, S tetteinkben, hisz nincs érzelem, Mi bevallhatatlan. Akarom, hogy érezd, Mind éjjel, mind nappal, Én érted vagyok! Ossz meg velem mindent, Hisz nem izgatnak kóbor, Színlelt távlatok. Akarom, hogy te és én, Egy üres könyv lapjait Együtt teleírjuk. Hogy az elveszett szikrát Szíveinkbe újra Visszahódítsuk. Akarom, hogy hiányolj, Hogy szeress Zordabb, sötétebb éjjeleken. Hogy szorosan, féltve ölelj. Hozzám bújva, Csöndesen. Akarom, hogy a szavak Ne csupán szavak Maradjanak! Vágyam, hogy velünk együtt A Csillagok is Szépet álmodjanak. Akarom, hogy szólíts, Hogy súgj fülembe Szépeket, kedveset. S hogy soha ne hagyj hamis, Fiktív érzelmekről mást, Csupán igaz reményeket. Akarom, hogy hű légy, Őszinte, mosolygós És titoktalan. Hogy egyek legyünk, Szívem lelkem ne legyen Otthontalan. Hosszú idő telt el, Jártunk együtt kéz a Kézben, fent és lent. Felfedeztük a rosszat, a jót, A kéjt s a vágyat, Az ismeretlent. Menjünk tovább, így kéz Kezet fogva, Szerelmesen. Hogy egy nap rád mosolyogva Elmondhassam, Te vagy az én történetem. Hiszek a sorsban, Hisz nem véletlenül jöttél. A legrosszabb időben. Akarom, hogy én is És te is megkapj Mindent énbelőlem! Akarom, hogy érezd, Nem csupán hóbort, mi Bennem zajlik. S hogy fájdalom tombol Idebenn nélküled, A lelkem morajlik. Te jelented nekem a világot, S akarom, hogy én is Fontos legyek neked! Újra át szeretném élni, Amit az elején, A szereteted! Van ritka szokásom, Van kivételes rigolyám. Ez mind sajátosságom. Ám igazán egyetlen Dologra vágyom, Hogy te lehess: Az egyetlenem! A párom!",https://poet.hu/vers/388651
poz,Kormány Gábor,Mint a mesében,"Valamikor, réges régen éltünk ketten erdőszélen, napra forgott tiszta lelkünk, szerelemtől szárnyra keltünk, jött az eső, vihar, villám, együtt szálltunk, repült hintánk, nem törődtünk semmi mással, egymás szívét fontuk által erős hitben, derűs szemmel, gyönyörű szép szerelemmel. Aztán búsabb napok jöttek és álmaink messze szöktek, vertek gondok, hullt a zápor, viharok téptek egymástól. Végül tiszta, bánó szívvel megtaláltuk egymást hittel, hullt az eső, hullt az áldás, mint ritka másodvirágzás, nem törődtünk semmi mással, egymás szívét fontuk által, csak kacagtunk és nevettünk, és virágzott a szerelmünk, hintánk repült, szállt az égen, fiatalon egyszer régen...",https://poet.hu/vers/388489
poz,Angyal Dorottya,Mosolyogj minden nap,"Mosolyogj minden nap, mert ez az élet titka. Ne rejtsd el a mosolyod, inkább légy boldog. Szeresd meg magadat, mert értékes vagy, és különleges is. Lelked boldog lesz, ha jól érzed magad, és a feszültség, szorongás eltűnik egy szempillantás alatt. Elkezdődött az élet. Élvezd, amíg csak lehet! Tedd meg most, amiket mindig is akartál. Élj szabadon, és menj tovább.",https://poet.hu/vers/388896
poz,TaNia NieDh,Amikor a csend beszél,"Amikor a csend beszél, szavak nélkül, érzésekkel, Bár lenne kérdésem, nem vagyok tele kétségekkel. A levegő megtelik láthatatlan szavakkal, enyhe sóhaj, A megértés így is működik, de az idő véges, tolvaj. A csendben a lelkünk nyílik, beszédes pillantások, Szemeidbe tekintve, minden választ megtalálok. A szavak hiánya nem jelenti a beszélgetés végét, Sőt, csak egyre magasabbra helyezi a mércét. A csend nem üresség, néha többet ér a szavaknál, Hallgatásod is többet ér számomra az aranynál. Amikor a csend beszél, a lelkek legmélyére utazunk, S egymásnak magunkból sok új titkot megmutatunk. Vágyak, félelmek, bizalom... szaggatott lélegzetvétel, Különös, ahogyan dallamod passzol az enyémmel. Amikor a csend beszél, szavak nélkül, érzésekkel, Bár lenne kérdésem, nem vagyok tele kétségekkel.",https://poet.hu/vers/388190
poz,Szabó Edit,Te megbocsátasz,"Felnézek a magas égbe, ""nem kapom el a tekintetem"" ""a szememet nyitva tartom"", hogy utam végén hozzád leljek! Hallgasd meg a könyörgésem, hogy egymagamban boldoguljak, még e földön életemben segítséget én adni tudjak! Gyermekeim támogatni, kérlek, erősítsd meg a szívem, hogy fájdalmaim legyőzzem, szívemben maradjon meg hitem! ""Igen, igen; sok mindent rád hagyok""! Tudom, az életem oly véges, helyettem vezesd az utukat, hallgasd meg könyörgésem, kérlek!",https://poet.hu/vers/388025
poz,A. N. Vespree,Ki ő?,"Ki ez a bátor, akit viharomban látok? Aki fut felém, hajóroncsok között táncol. Aki lát törve, mégis igaz hévvel lángol. Aki könnyet kap, és egy mosolyt ad cserébe. Ki jelenben él, és visszarángat a fényre.",https://poet.hu/vers/387923
poz,Ötvös Letta,Egy szebb nap,"Kinyitom szemem egy virradó reggelen, Mikor a sötétség eltűnik teljesen. Minden emlékem egy kard: egyre jobban fáj, De már nem tart vissza: átléphető határ. Ha a lángoló tűz teljesen felemészt, Hajnaltól nem ég a boldogság reggelén. Most egy szikra lobban a Végzet szemében, Hisz` valóra válhat, amit kértünk régen. Nap süt ki, köd száll fel: minden kivirul, Így nem fáj már a múlt: az élet elindult. Bár a nyílvessző mindig engem vesz célba, Nem futok el, akkor sem, ha elér néha. Tőrét szúrta belém a Sors: nem számít már, Most létezem végre, mert a Nap megtalált. A tiszta úton látom a csillagomat, Ami mindig megment, mint egy délceg lovag. Messze van, de bevilágít mindent mégis, Mert ma a csillagok a Földünket féltik. Viharban, szélben: a jelent is átlépi, Hisz` szívünk is egy vár: életünket védi. Egymásért harcolunk túl a varázslaton, Hogy feltűnjön lassan minden az új napon. A sorsunk visz tovább keresztül mindenen, Így érezhetjük: a szeretet végtelen. Mi választjuk az ösvényt, amin indulunk, És amin sétálva az égig feljutunk. Mosolyunk élteti a földkerekséget, Hiszen ez jelenti az emberi létet!",https://poet.hu/vers/387703
poz,Bíró Ágnes Tünde,Amikor átölel az Isten,"Hallod lágy hangját füledben, Mint csengő hangja megremeg, Csöndben suttog szívedbe, Nehogy véletlenül megijesszen. Mint szerelmesek ölelése, Olyan ez az érzés, szerre Teljesen áthat, megcsókol rendre, Érzed teljes szíved-lelkedben... Ő az! Ő az... az egyetlen, az Isten, Ki így tud ölelni a csendben. Ki karjába vesz, mint gyermeket, Ringat, ölel, szeret, édesget. Kinek keblén megnyugszol, ember, Kinek átadod majd tested-lelked, Ki, mint nyáját a pásztor, szépen, Sorra, mezőről-mezőre terelget. S mikor ráébredsz, ki az, ki így szeret, Szemed édes könnyekkel telik meg, Melyeket nyelsz, védsz, rejtegetsz, Mint tenger mélyéről szerzett kincseket. Bár ne lenne vége e percnek, Bár örökké tartana mindez, De amikor nem számítasz ez ölelésre, Akkor jön, hogy újra megérintsen.",https://poet.hu/vers/386950
poz,Varjas János István,Kétségekben,"Felfedezhetnétek már! Nincs sok időm. Csak huszonöt éve hangolom lantomnak húrjait - hiába. Habár tudom, a költőt nem szokás felfedezni. Csak holta után, mert Ő a látásmódjával nagyon veszélyes tud lenni... Mert nagyon szókimondó, vagy versben bujdosásra kényszerül... Segíthetnétek! Földi végzetbe merevedett kezekkel lantot szólaltatni nem lehet.",https://poet.hu/vers/386938
poz,Szabó Edit,Házasság vagy magány,"Legyen házasság, vagy magány? A vágyakozás nagy talány! ""Én nem beszélek össze"", - nem! ""Én nem beszélek vissza"" - sem. Beszélni róla már nem kell, Úgy sikerül, ahogy lehet. A kék burokban ott a pár jaj, vajon egymásra talál? Házassághoz szerelem kell, megélheted életedben, ha egyikünk távol marad, magányba teheted magad. Lecsorog lassan az élet, csigaként szállnak az égen, lesüt a nap még melegen, betakar a fa levele.",https://poet.hu/vers/386860
poz,Lipták Mariann,Közelebb egymáshoz,"Gyere, lépj egy kicsit közelebb a lelkemhez! Egy nagy beszélgetés sok mindent elrendez. Suttogjunk vagy ordítsunk, az mindegy is nekem. Csak arra kérlek, hogy valami végre már legyen! Lépj egy kicsit közelebb, én is lépek feléd. Minden egyes lépésünkkel tisztább lesz a kép! Tudnom kell, hogy hogy állunk az élet színpadán. Lesz-e újabb felvonás, vagy a függöny összezár? Lépj egy kicsit közelebb, én is lépek feléd, minden egyes lépésünkkel tisztább lesz a kép! Mint kiderült, a gondjaink nem megoldhatatlanok, Ezért nem jó, hogyha hallgatsz, és én is hallgatok! Most megint minden újra a régi, jó volt a gondokat átbeszélni! Így lehet békében, boldogan együtt élni. Jók vagyunk ketten, ezt mindig is tudtuk! Most ismételten bebizonyítottuk! Nem kellett hozzá, hogy változzak, és te megváltozz! Csak egy kicsit közelebb léptünk egymáshoz.",https://poet.hu/vers/386778
poz,Antal Zita Boglárka,Otthon,"Úgy érzem, otthon vagyok. Otthon vagyok a zajban, az elsuttogott, apró hangban. Bármilyen erejű is, benne elvagyok. Otthon vagyok a fényben, a meleg napban és a hideg beltériben. Otthon vagyok a sötétben, a magányos éjszakában és a Holdkeltében. Otthon vagyok a múltamban, a mögöttem hagyott vígban, bajban. Otthon vagyok a jelenemben és a jövőmben, a még kitaposott utamban. Otthon vagyok a nevetésben, a hangjának csilingelésében. Otthon vagyok a könnyeimben, mert azt is megélem békésen. Otthon vagyok az életemben, mert én alakítottam így. Nem lehetek mindig félelemben, és nem állhatok egy helyben. Otthon vagyok, mert mellettem van. Mellette önmagam maradok, és élem az életem unos-untalan.",https://poet.hu/vers/385959
poz,Dan Ibolya Csillag,Követem a fényt,"Szemem az igazi fényt követi, minden nap fölé. Nincs más követésre méltó fény. Tedd Uram, a szeretet fényét a szülők és a gyermekek közé, Növekedjen lelkükbe a remény. Uram, vigasztalja vándor lelkemet, Lám, a halál mosolyog a küszöbön, lázban. Bocsánatot kérek tőled, Te jól ismered az életemet. Ne adj neki elégtételt, könyörülj rajtam. Kérdések gyötörnek, amelyek nem adnak békét, Miért szorítja a fájdalom minden nap a lelkemet? Árasztja le örök világosságod ismét. Csodálatos szerelem, mely elmos minden bűntudatot tőled. A kereszten kiáradó csoda reményében, Az isteni fénytől, amely a mennybe vezet. Az igazság ruhájába öltöztet minket, Az áldozaton keresztül, amely aláírta a megváltás aktusát.",https://poet.hu/vers/385913
poz,Kapocsi Annamária,Ívelt hidak a mély felett,"Bár elérhetnélek, majd kifutok szívemből, mint patak medréből a hab. Majd sziklákat mászom és porrá koptatom, mind-összes távolságomat. Lángjaim imák, víz felett átfutók, ívelt hidak, a mély megremeg. Minek lennék, ha már ennél több nem is kell. S nem is lehet több. Szeretek.",https://poet.hu/vers/385617
poz,Szalkai Orsolya,játSZÓtéri,"Kimondatlanul alakoskodik itt belül ez a kimondhatatlanul átlátszó, hangtalan alak. Szótlanul jár, szóval, csak a szóra vár. Nincs hangalak. Csak jelentés. Csendbe fog múltat rútat, fogad jelent és jövőt ragad. Megszólalásig hasonlító néma egyetértésben, ketten halljuk, ha megpillantod tükrömben beszélő, szép önmagad.",https://poet.hu/vers/385313
poz,Sercegő,Nekem legyél,"Inkább nekem, Mint neked legyél. De ha neked vagy, Nekem az is jó, Mert nekem is szép. Mégis, legyél nekem! Neked lenni nélkülem, Az lehetetlen! Ahogy nekem sincs olyan, Hogy nélküled! Tudod mit? Inkább maradj nekem! S közben így leszek neked. S ha hiányozna neked, Elengedlek kicsit, Hogy neked lehess.",https://poet.hu/vers/385237
poz,Szickey_Me,l`homme élégant et la renaissance,éjt nappá tettél mályvamélygyökerekkel páfránykunkorral gesztenyefaháncsrosttal a mi kötelékünkért,https://poet.hu/vers/385136
poz,T. Jósa Miklós,Ezer csillag,"Kövekre koppanó fémek faragják az időt! Tudom, ha időtlen élsz, neked se véső metszi fába sorsát az elmúlásnak, lassú szenvedést. Bizalom pillérein talpunk stabil, biccenésünk messziről igent int; Akárha volnánk többre készek, tandíj a szeretet, kamuflázs rongyaink. Legelőt nyaló birkasereg, embert etető marhák, szeress, mint tejet adó állat, intézd el küldetésed. Türelmes férgek szedik szét a sejtet. A romlott szépséget, mindegy, hogy élt, de átvedli, s újra szépül ekként. Mily szépen hal meg magas fák árnyéka. Nem vonaglik, amint dől Nap után - vele együtt tűnik el - elmosódva. Ki venné észre, éjnek ablakán. Ezercsillagos palástban küld csendet, kialvón, tünékeny a mélysötét homálya - lábujjhegyen jár, terelget; alvók szemhéját lezárja, s lelép. Halálvágyból pihenést dobog alvó szívek újratöltődése, tovább él és szuszogva küzd a valóság. Elernyedt szemhéjakon belül zajló vetítőgép le nem állna, vakon tekintjük át e sejtelmes üdvfotón.",https://poet.hu/vers/384994
poz,Császi Béláné (Kotika),Titok,"Mi a titok? Egy valóságos rémálom. Beférkőzik szívetekbe, s megfejtése lehetetlen. Az éj leple alatt bekúszik álmaitokba, s ott ragadván, hisz többé nem mehet tovább. Reggelre senki nem emlékszik rá. Nem beszélhet róla, hisz tudják, ha szólnak, már mindenki tudja. De akkor elveszti báját s annak minden titkát. A titok súlya megmagyarázhatatlan érzés, melyet kiadni tilos. Csak a tiéd, senki másé, te vagy az, ki félőn s szeretettel óvja őt.",https://poet.hu/vers/384927
